,age,workclass,fnlwgt
21714,28, Private,271572
21715,41, Private,177305
21716,26, Private,238367
21717,37, Private,172232
21718,22, Private,153805
21719,30, Private,26543
21720,42, Private,109067
21721,38, Private,213716
21722,49, Private,149809
21723,27, Private,185670
21724,43, Federal-gov,233851
21725,68, ?,192052
21726,41, Private,193524
21727,25, Private,213385
21728,23, Private,38238
21729,68, Private,104438
21730,17, Private,202344
21731,45, Self-emp-not-inc,43434
21732,45, Private,102147
21733,30, Private,231826
21734,49, State-gov,247378
21735,42, Private,78765
21736,29, Private,184078
21737,21, Local-gov,102942
21738,20, Private,258430
21739,59, Private,244554
21740,26, Private,252565
21741,25, Private,262778
21742,33, Private,162572
21743,35, Private,65706
21744,45, Federal-gov,102569
21745,66, Private,350498
21746,67, ?,159542
21747,33, Private,142383
21748,38, Private,229236
21749,72, Private,56559
21750,21, Private,27049
21751,39, Private,36376
21752,41, Private,194360
21753,22, Private,246965
21754,49, Self-emp-inc,191277
21755,24, Private,268525
21756,25, Private,456604
21757,26, Private,223464
21758,50, Private,341797
21759,23, Private,174461
21760,41, Private,392167
21761,60, Private,210064
21762,67, ?,233182
21763,77, Local-gov,177550
21764,62, Private,143312
21765,22, Private,326334
21766,37, Private,179088
21767,17, Private,207637
21768,52, Federal-gov,37289
21769,31, Private,36069
21770,23, Federal-gov,53245
21771,27, Self-emp-inc,399904
21772,38, Self-emp-inc,199346
21773,23, Private,343019
21774,22, State-gov,232742
21775,61, Self-emp-not-inc,390472
21776,55, Private,290124
21777,23, Private,242912
21778,39, Private,70240
21779,38, Local-gov,286405
21780,25, Private,153841
21781,25, Private,137367
21782,66, Private,313255
21783,30, Private,100734
21784,32, Private,248584
21785,43, Private,60001
21786,18, Private,335065
21787,20, Private,219262
21788,20, Private,186830
21789,34, Private,226385
21790,33, Private,609789
21791,40, Private,307767
21792,33, Private,217460
21793,30, Private,104052
21794,41, Local-gov,160893
21795,20, Private,68358
21796,40, Self-emp-not-inc,243636
21797,44, Self-emp-not-inc,71269
21798,50, Private,71898
21799,38, ?,212048
21800,30, Local-gov,115040
21801,45, Private,111994
21802,25, Private,210794
21803,22, ?,88126
21804,25, Private,570821
21805,63, ?,146196
21806,55, State-gov,169482
21807,26, Private,63577
21808,22, Private,208946
21809,41, Self-emp-not-inc,26598
21810,21, Private,189203
21811,39, Private,183892
21812,82, ?,194590
21813,18, Private,188616
21814,60, Private,116707
21815,22, Private,99199
21816,39, Local-gov,183620
21817,34, Private,110476
21818,50, Local-gov,157043
21819,53, Private,150726
21820,27, Private,214695
21821,37, Private,172694
21822,25, Private,344804
21823,33, Private,319422
21824,34, State-gov,327902
21825,35, Private,438176
21826,51, Private,197656
21827,33, Private,219838
21828,57, Self-emp-not-inc,35561
21829,25, ?,156848
21830,56, Private,190257
21831,34, Private,156464
21832,36, Private,65624
21833,46, Private,201699
21834,55, Private,349910
21835,88, Self-emp-not-inc,187097
21836,60, Self-emp-not-inc,264314
21837,40, Self-emp-not-inc,282678
21838,21, Private,188923
21839,46, Private,114797
21840,56, Private,245215
21841,36, Self-emp-not-inc,36270
21842,67, Self-emp-not-inc,107138
21843,35, Private,77820
21844,20, Private,39477
21845,34, Private,58305
21846,23, Private,359759
21847,19, ?,249147
21848,19, Private,44797
21849,25, Private,164488
21850,53, Private,48413
21851,18, ?,261276
21852,31, Self-emp-not-inc,36592
21853,33, Private,280923
21854,33, Federal-gov,29617
21855,45, Self-emp-inc,208802
21856,35, Private,189240
21857,20, ?,37932
21858,36, Private,181705
21859,36, Private,147548
21860,51, Self-emp-not-inc,306784
21861,45, ?,260953
21862,45, State-gov,190406
21863,24, Private,230229
21864,28, Private,46987
21865,63, Private,301108
21866,35, Private,263081
21867,25, Self-emp-not-inc,37741
21868,36, Private,115834
21869,44, Private,150076
21870,49, Self-emp-not-inc,148254
21871,52, Private,183611
21872,27, Private,258768
21873,35, Private,287658
21874,51, Private,95946
21875,49, Private,31267
21876,35, Local-gov,302149
21877,28, Private,250135
21878,37, Private,176073
21879,65, Private,23580
21880,24, Private,163665
21881,30, Federal-gov,43953
21882,38, Private,144860
21883,58, Self-emp-not-inc,61474
21884,57, Private,141570
21885,40, Private,225660
21886,42, Private,336891
21887,31, Self-emp-not-inc,210164
21888,17, Private,171080
21889,42, Private,143342
21890,25, Private,281627
21891,40, Private,409922
21892,65, ?,224472
21893,29, Private,157262
21894,31, Private,144949
21895,71, Local-gov,303860
21896,34, Private,104293
21897,25, Private,195481
21898,40, Private,193995
21899,67, Private,105216
21900,40, Private,147206
21901,18, Private,173585
21902,38, Private,187870
21903,38, Private,248919
21904,42, Private,280410
21905,36, State-gov,170861
21906,23, Self-emp-not-inc,409230
21907,56, Private,340171
21908,36, Private,41017
21909,22, Private,416356
21910,39, Private,261504
21911,36, State-gov,205555
21912,44, Private,245317
21913,38, Private,153685
21914,19, ?,169758
21915,37, Private,99374
21916,57, Local-gov,139452
21917,54, Private,227832
21918,18, Self-emp-not-inc,213024
21919,22, ?,24008
21920,63, Self-emp-not-inc,33487
21921,38, Self-emp-inc,187934
21922,26, Private,421561
21923,40, Private,109969
21924,20, Private,116830
21925,39, Private,117166
21926,28, Private,106951
21927,30, Private,89625
21928,42, Private,194537
21929,42, Private,144002
21930,21, Private,202214
21931,40, Private,109762
21932,36, Private,292570
21933,67, Private,105252
21934,65, Private,94552
21935,50, Local-gov,46401
21936,18, Private,151150
21937,31, Private,197689
21938,36, Self-emp-inc,180477
21939,20, Private,181761
21940,34, Private,381153
21941,24, Private,165474
21942,38, Federal-gov,190174
21943,17, Private,295991
21944,52, Without-pay,198262
21945,34, Private,190385
21946,30, ?,411560
21947,49, Private,262116
21948,45, Private,178922
21949,46, Private,192963
21950,34, Self-emp-inc,209538
21951,21, Self-emp-not-inc,103277
21952,17, Private,216086
21953,23, Private,636017
21954,32, Private,155781
21955,22, Private,136873
21956,48, State-gov,122066
21957,27, State-gov,346406
21958,43, Private,117915
21959,44, Private,19914
21960,55, Private,255364
21961,31, Private,703107
21962,34, Private,62374
21963,34, Private,96245
21964,37, Private,348796
21965,21, Private,136873
21966,35, Private,388252
21967,28, Private,47783
21968,62, Private,194167
21969,40, Federal-gov,544792
21970,34, Private,434463
21971,32, Private,317219
21972,70, Private,221603
21973,23, Private,233711
21974,30, Private,111567
21975,57, Private,79830
21976,34, Self-emp-not-inc,192259
21977,24, Private,239663
21978,41, Local-gov,34987
21979,38, Self-emp-not-inc,409189
21980,48, Private,135525
21981,43, Private,152159
21982,18, Private,141363
21983,35, Private,214816
21984,42, Private,42907
21985,30, Private,161815
21986,42, Private,127314
21987,48, Private,395368
21988,70, Private,184176
21989,37, Private,112660
21990,51, Private,183709
21991,35, Private,434114
21992,59, Self-emp-not-inc,165315
21993,57, Private,190997
21994,26, Private,335533
21995,26, Private,176146
21996,19, Private,272063
21997,34, Private,169564
21998,56, Private,188856
21999,25, Private,69847
22000,46, Self-emp-not-inc,198759
22001,22, Private,175431
22002,32, Private,228357
22003,72, Self-emp-not-inc,284120
22004,36, Private,109133
22005,28, Private,167336
22006,76, ?,42209
22007,37, Private,282951
22008,42, Private,303155
22009,44, Private,261899
22010,33, Private,168030
22011,53, State-gov,71417
22012,28, Private,239130
22013,69, Private,200560
22014,20, Private,157541
22015,33, Private,255004
22016,47, Private,230136
22017,50, Local-gov,124963
22018,22, Private,39615
22019,20, Private,47678
22020,42, Local-gov,281315
22021,23, Private,176123
22022,24, ?,165350
22023,32, Private,235862
22024,41, Private,142579
22025,35, Private,38294
22026,40, Private,111483
22027,25, Private,189850
22028,34, State-gov,145874
22029,23, Private,139012
22030,30, Local-gov,211654
22031,55, Local-gov,173090
22032,26, Private,104834
22033,42, ?,195124
22034,39, Private,32146
22035,52, Private,282674
22036,42, Private,190403
22037,25, Private,247025
22038,27, Private,198258
22039,30, Self-emp-not-inc,172748
22040,23, State-gov,287988
22041,47, Self-emp-not-inc,122307
22042,58, ?,175017
22043,18, Private,170183
22044,52, Private,150812
22045,24, Private,241185
22046,58, Self-emp-inc,174864
22047,35, Private,30529
22048,31, Private,301637
22049,46, Private,423222
22050,43, Private,214781
22051,21, Private,242912
22052,52, Private,191529
22053,24, Private,117363
22054,22, Private,333158
22055,39, Private,193260
22056,34, State-gov,278378
22057,58, Private,111394
22058,26, Private,102476
22059,29, Private,26451
22060,67, ?,209137
22061,28, Private,210945
22062,62, Local-gov,115023
22063,54, Private,53833
22064,36, Private,150057
22065,18, Private,128086
22066,25, Private,28473
22067,48, Private,155509
22068,56, Private,165315
22069,30, Private,171889
22070,41, Local-gov,185057
22071,59, Private,277034
22072,36, Private,166606
22073,30, Private,97453
22074,27, Private,136094
22075,19, ?,61855
22076,30, Private,182771
22077,47, Private,418961
22078,39, Private,106961
22079,31, Private,81846
22080,44, Private,105936
22081,37, Private,36425
22082,28, Private,595088
22083,38, Private,149018
22084,26, Private,229613
22085,44, Private,33521
22086,40, Private,70539
22087,53, State-gov,105728
22088,31, Private,193215
22089,18, Private,137363
22090,43, Self-emp-inc,104892
22091,30, Private,149427
22092,19, State-gov,176634
22093,36, Private,183279
22094,19, ?,225775
22095,25, Private,202091
22096,36, Private,123151
22097,22, Private,168187
22098,42, Federal-gov,33521
22099,33, State-gov,243678
22100,38, Private,164898
22101,21, ?,262280
22102,33, State-gov,290614
22103,52, Self-emp-not-inc,199265
22104,30, Private,207668
22105,18, State-gov,30687
22106,24, State-gov,27939
22107,17, Private,438996
22108,48, Private,152915
22109,66, ?,186030
22110,46, Local-gov,297759
22111,55, Private,171242
22112,28, Private,206088
22113,33, Private,182792
22114,44, Private,167725
22115,43, Private,160674
22116,42, Private,194710
22117,39, Private,255027
22118,23, Private,204641
22119,20, State-gov,177787
22120,29, Private,54932
22121,54, Self-emp-not-inc,91506
22122,34, Private,198634
22123,30, Private,227146
22124,59, Private,135647
22125,40, Private,55508
22126,37, Private,174912
22127,45, Private,175925
22128,55, Self-emp-not-inc,157486
22129,49, Local-gov,329144
22130,67, ?,81761
22131,49, Self-emp-not-inc,102318
22132,30, Federal-gov,266463
22133,56, Federal-gov,107314
22134,29, Private,114158
22135,33, Private,124052
22136,25, Private,144301
22137,28, Private,176683
22138,23, Private,234663
22139,39, Self-emp-not-inc,178948
22140,37, Self-emp-not-inc,607848
22141,39, Private,202937
22142,32, Federal-gov,83413
22143,26, Private,212798
22144,57, Federal-gov,192258
22145,36, Private,112497
22146,30, Private,97521
22147,27, Private,160972
22148,21, Private,322931
22149,22, Private,403519
22150,43, Local-gov,330174
22151,20, Private,278155
22152,30, Private,39054
22153,57, Private,170287
22154,42, Private,336643
22155,29, Private,264166
22156,44, Local-gov,433705
22157,28, Private,27044
22158,42, Private,165599
22159,26, Private,159759
22160,29, Private,385092
22161,42, Private,188808
22162,30, Private,167476
22163,21, State-gov,194096
22164,59, Private,182460
22165,21, ?,102323
22166,56, Private,232139
22167,39, Private,341741
22168,21, Private,206008
22169,48, Private,344415
22170,35, State-gov,372130
22171,43, Private,27766
22172,23, Private,140764
22173,17, ?,161259
22174,41, Private,22201
22175,35, Self-emp-inc,187046
22176,22, Private,137591
22177,53, Private,274276
22178,42, Private,341757
22179,36, Private,218542
22180,44, Local-gov,190020
22181,27, Private,221436
22182,39, Self-emp-not-inc,52187
22183,59, Private,158776
22184,34, Local-gov,51543
22185,17, Private,146329
22186,31, Private,397467
22187,59, Private,105592
22188,39, Private,78171
22189,46, State-gov,55377
22190,31, Private,258932
22191,27, Private,38606
22192,18, Private,219841
22193,46, Private,156926
22194,55, Private,160362
22195,48, Private,192161
22196,53, Private,208570
22197,44, Self-emp-not-inc,182771
22198,43, Private,151089
22199,50, Private,163002
22200,56, Private,155657
22201,27, Private,217530
22202,20, Private,244406
22203,18, Local-gov,152182
22204,34, Private,55717
22205,38, Private,201454
22206,40, Self-emp-inc,144371
22207,55, Private,277034
22208,35, Self-emp-not-inc,462832
22209,26, Private,200681
22210,54, State-gov,119565
22211,22, Private,192017
22212,52, Local-gov,84808
22213,33, Private,100154
22214,42, Private,169383
22215,19, Without-pay,43887
22216,45, Private,54260
22217,53, Self-emp-not-inc,159876
22218,46, Private,160474
22219,25, Private,476334
22220,90, Private,52386
22221,33, Private,83671
22222,45, Private,172960
22223,47, Private,191957
22224,38, Local-gov,40955
22225,35, ?,98080
22226,37, Private,175643
22227,53, State-gov,197184
22228,56, Private,187295
22229,18, Private,40822
22230,44, Private,228729
22231,50, Private,240496
22232,26, Private,51961
22233,36, Private,174887
22234,37, Private,95855
22235,32, Private,362259
22236,38, Self-emp-not-inc,30916
22237,62, Private,153148
22238,46, Private,167915
22239,41, Private,45156
22240,37, Private,98776
22241,27, Private,209801
22242,38, Private,183800
22243,35, Private,54595
22244,34, Private,79637
22245,50, Private,126566
22246,28, Private,233796
22247,67, Local-gov,191800
22248,34, Self-emp-not-inc,527162
22249,19, Private,139466
22250,23, Private,64520
22251,50, Private,97741
22252,45, Local-gov,160173
22253,17, Private,350995
22254,59, ?,182836
22255,25, Private,143267
22256,21, Private,346341
22257,50, Private,172175
22258,17, Private,153035
22259,63, Private,200127
22260,31, Local-gov,204470
22261,45, Private,353012
22262,25, Private,194342
